取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
000120260301205634248,2026/03/01,20:57:11,4700,4700,427,0,4700,427,0,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,02:05:15,"A, B, C","大泉",C5AB2A0A601043CBA5546CBFD4BDB8B4,"その他","tablecharge",500,1
000120260301205634248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5AB2A0A601043CBA5546CBFD4BDB8B4,"ワイン（グラス）","パナメラ・カルベネ・ソーヴィニョン",1600,2
000120260301205634248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5AB2A0A601043CBA5546CBFD4BDB8B4,"ソフトドリンク","紅茶",1000,1
000120260301205805616,2026/03/01,20:58:33,4730,4300,430,0,4730,430,0,4730,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,430,1,4,02:06:36,"A, B, C","大泉",5135AFD7537D4D228679D714297EF048,"その他","tablecharge",500,1
000120260301205805616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135AFD7537D4D228679D714297EF048,"ビール","ガージェリー",1300,2
000120260301205805616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135AFD7537D4D228679D714297EF048,"ワイン（グラス）","デバルド・ロッソ",1200,1
000120260301205900177,2026/03/01,20:59:36,4510,4100,410,0,4510,410,0,4510,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,410,1,3,02:07:39,"A, B, C","大泉",04246C198611447AB95D4FFE5D6CA9C1,"その他","tablecharge",500,1
000120260301205900177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04246C198611447AB95D4FFE5D6CA9C1,"オリジナルカクテル","Tommy's Verde Margarita",1800,2
000120260301210542258,2026/03/01,21:06:13,12210,11100,1110,0,12210,1110,0,12210,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,1110,1,11,02:14:16,"A, B, C","大泉",71C7771903074E53BDCF5F0141C70CFD,"その他","tablecharge",500,4
000120260301210542258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71C7771903074E53BDCF5F0141C70CFD,"ビール","ガージェリー",1300,7
000120260301211224778,2026/03/01,21:12:49,5390,4900,490,0,5390,490,0,5390,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,490,1,4,02:20:52,"A, B, C","大泉",F3DDD9197F39420989F57A233FFA6AC8,"その他","tablecharge",500,1
000120260301211224778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F3DDD9197F39420989F57A233FFA6AC8,"黒板メニュー","黒板メニュー　肉料理",1800,1
000120260301211224778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F3DDD9197F39420989F57A233FFA6AC8,"ビール","ガージェリー",1300,2
RB0120260301185156000,2026/03/01,21:37:24,48620,44200,4420,0,48620,4420,0,48620,0,0,0,0,0,0,0,0,0,0,0,0,0,4420,0,4420,5,38,02:45:27,"A, B, C","大泉",C33149D56CBB480FAEF3444F0CB1E2AE,"デザート","バースデープレート",1500,1
RB0120260301185156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C33149D56CBB480FAEF3444F0CB1E2AE,"その他","tablecharge",500,10
RB0120260301185156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C33149D56CBB480FAEF3444F0CB1E2AE,"ビール","ハートランド",1000,1
RB0120260301185156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C33149D56CBB480FAEF3444F0CB1E2AE,"ビール","ガージェリー",1300,7
RB0120260301185156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C33149D56CBB480FAEF3444F0CB1E2AE,"ワイン（グラス）","デバルド・ロッソ",1200,2
RB0120260301185156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C33149D56CBB480FAEF3444F0CB1E2AE,"ワイン（グラス）","デバルド・ロッソ",1200,1
RB0120260301185156000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C33149D56CBB480FAEF3444F0CB1E2AE,"ワイン（グラス）","パナメラ・カルベネ・ソーヴィニョン",1600,3
